,Idx,Sent.
1925,11248,The menu had plenty of options even for picky eaters.
1926,11256,I recommend La Hacienda
1927,11263,There must be a reason so many people like it there.
1928,11264,"Their Club sandwich looks tasty, maybe that'll change my mind.... and a different server."
1929,11268,they seemed more interested in helping me find the right car rather then just make a sale.
1930,11274,They have absolutely no communication skills whatsoever .
1931,11277,They make up excuses in hopes to confuse their policy holders with misinformation .
1932,11289,I moved to Creekside Apartments in August 2008 with a 6-month lease and have just extended it for another 13 months!
1933,11297,I interviewed several contractors for a kitchen remodel.
1934,11298,"Liberty construction shows up and it's two guys...all I get is 100% sales pitch ""We're the best...we're number 50 so we must be doing something right...look at all these certificates that say we're great""."
1935,11318,"The owner warned me that it was the best salsa I would ever had, and he was right."
1936,11320,"I hate to say check them out just for the salsa, but James, I NEED another jar badly :) All kidding aside, they are a very good company, I have a hard time giving any service biz a 5 star review but they came close."
1937,11323,Dr. Mann killed our pet
1938,11325,We took our beloved kitty to him and it came back dead.
1939,11326,We live in the sub-division around the corner and after it happened and we brought it up at some neighborhood gatherings we discovered that several people from this neighborhood alone had pets goto Dr. Mann for surgical procedures and came back dead.
1940,11328,"Oh, they also charged me for the procedure ($250) AND had the audacity to charge me a $25 'DISPOSAL' fee."
1941,11334,"i had to call back up there two hours later and the lady (who claimed to be a manager) said my food was on the way, and she didnt offer to compensate me in any kind of way."
1942,11339,I used to LOVE this place.
1943,11347,Wife and I attempted to adopt a dog and was nothing but frustrating.
1944,11348,We arrived Sunday at about 230 and found a do we really liked.
1945,11349,We were told that we couldn't today because they were closing soon.
1946,11353,They refused.
1947,11355,"At one point they told me the dog had been fixed, the next day it hadn't."
1948,11360,You have to bring in your own models and they have to pay for you to use them if you dont then you can graduate!
1949,11370,"They offer sales that aren't really sales, mislabeled items that make the item sound like a good deal when it isn't, a bad attitude about return items, and on and on."
1950,11373,"On the other hand, the Richmond Ukrops chain is known for its charity work, its community action, and its interest in the public welfare."
1951,11378,I was told to take my coffee to go if I wanted to finish it.
1952,11382,I guess you get what you pay for.
1953,11383,"I tried to stay here for a few nights with my girlfriend, so we asked for a single queen bed."
1954,11390,I had a problem with the tile in my bathroom coming apart.
1955,11392,The best part is I got my whole bathroom remodeled for about the same price the other company's were quoting just to fix the shower tile and fixtures.
1956,11393,They had the work done in about half the time quoted which made me and my wife extremely happy.
1957,11400,The new Centre has 4 studios planned and now boasts the largest single dance floor area in Kingston upon Hull.
1958,11401,"The classes cover all age and skill ranges, with BALLROOM, LATIN, SEQUENCE, STREET, DISCO, LINE DANCING, BALLET, TAP & JAZZ."
1959,11404,I purchased a 2-year old certified pre-owned BMW from this dealership.
1960,11405,"The night I drove back home, I found that the rear window has some leakage."
1961,11408,I admit that I should have paid attention to this kind of little things while test drive.
1962,11411,They told me that this is not under warranty and want to charge me $175 just to diagnose the problem!
1963,11412,Who knows how much they want me to pay to fix this thing.
1964,11425,"I had my wedding luncheon at this BJs restaurant, and it was one of the best choices that I made."
1965,11428,"We had a large party, about fifty people or so, and yet everything was served quickly and we all had a wonderful time."
1966,11433,I go to school in the area and usually wait until I go home to get my hair cut.
1967,11434,I decided it was time to grow up and made an appointment.
1968,11436,I have wavy hair and she cut to my hair style.
1969,11445,The limited menu had few appetizing options and the NYE special packages were way overpriced.
1970,11446,"After our meal, our server found us a table in the jazz club where we were informed it would be another $10/person to stay and listen to the band, despite the fact we had just finished a dinner there and were intending to enjoy their drink list."
1971,11450,First room had used tissues next to the bed and I requested it be rectified.
1972,11477,"I needed a part for my appliance, the cost was very high so I said never mind, paid the fee and called a local business for a second quote."
1973,11486,There were four of us and I was taken first by a gentleman.
1974,11487,I put my foot in the water and it was cool.
1975,11491,"The other ladies had a similar experience, both had nail polish on a couple of toes."
1976,11496,"The office is shared with a foot doctor and it's very sterile and medical feeling, which I liked."
1977,11497,The down side was that sometimes there was a lot of noise in the hallway from other patients/doctors.
1978,11498,I worked with Andrew for 2 months and did acupuncture and herbs.
1979,11500,"I know it can take awhile for results and didn't expect a miracle, but after 2 months I felt like it was not entirely worth the cost/time."
1980,11514,"The mechanic came to our place and sorted out our cars problems, he explained the problem and was very up front and honest, it was towed to the workshop as the gearbox was not working (he explained it better)."
1981,11515,"They phoned the same day, confirmed it was the gearbox quoted me the job, I gave the go ahead."
